Note Names from C	Number Of Notes In Scale	Ascending Note Positions in Scale	Binary 12notes 1&0	Pitch Set binary	Name Of Scale	Alternative Scale Names	Flatmost Note	PitchSet Notation 12 edo	PositionOfTonic	Sharpmost Note	Composer	Reference Url	WorkExample
C D Gb Ab Bb B .	6	1 2 5b 6b 7b 7 .	101000101011	2603	Theoretical - No Known Name		Gb	0 2 6 8 10 11	7	B			
C C# D D# F# G# A Bb B .	9	1 1# 2 2# 4# 5# 6 7b 7 .	111100101111	3887	Theoretical - No Known Name		Bb	0 1 2 3 6 8 9 10 11	3	D#			
C C# D D# F# A Bb B .	8	1 1# 2 2# 4# 6 7b 7 .	111100100111	3879	Theoretical - No Known Name		Bb	0 1 2 3 6 9 10 11	3	D#			
C C# D D# F# G# A Bb .	8	1 1# 2 2# 4# 5# 6 7b .	111100101110	3886	Theoretical - No Known Name		Bb	0 1 2 3 6 8 9 10	1	D#			
C C# D D# F# A Bb .	7	1 1# 2 2# 4# 6 7b .	111100100110	3878	Theoretical - No Known Name		Bb	0 1 2 3 6 9 10	3	D#			
C C# D E F# G Ab Bb .	8	1 1# 2 3 4# 5 6b 7b .	111010111010	3770	Messiaen Mode 6		Ab	0 1 2 4 6 7 8 10	5	C#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C Db Eb F F# G A B .	8	1 2b 3b 4 4# 5 6 7 .	110101110101	3445	Messiaen 3 according to Brown		Db	0 1 3 5 6 7 9 11	6	F#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C Db D Eb E F# G A Bb B .	10	1 2b 2 3b 3 4# 5 6 7b 7 .	111110110111	4023	Pan Diminished Blues		Db	0 1 2 3 4 6 7 9 10 11	6	F#	George Russell	http://www.lydianchromaticconcept.com/images/Brochure.pdf	Twelve-Tone Order Official Scales
C D Eb Gb Ab B .	6	1 2 3b 5b 6b 7 .	101100101001	2857	Takemitsu Tree Line Mode1(3 b¢s from C)		Gb	0 2 3 6 8 11	7	B			
C Eb E Gb Ab A B .	7	1 3b 3 5b 6b 6 7 .	100110101101	2477	Aeolian Flat b3 b5 b6		Gb	0 3 4 6 8 9 11	7	B			
C Eb E Gb Ab B .	6	1 3b 3 5b 6b 7 .	100110101001	2473	Theoretical - No Known Name		Gb	0 3 4 6 8 11	7	B			
C Eb Gb Ab A B .	6	1 3b 5b 6b 6 7 .	100100101101	2349	Theoretical - No Known Name		Gb	0 3 6 8 9 11	7	B			
C Eb Gb G Ab B .	6	1 3b 5b 5 6b 7 .	100100111001	2361	Theoretical - No Known Name		Gb	0 3 6 7 8 11	7	B			
C Db Eb E F# G A Bb B .	9	1 2b 3b 3 4# 5 6 7b 7 .	110110110111	3511	Theoretical - No Known Name		Db	0 1 3 4 6 7 9 10 11	6	F#			
C D# E F# G A Bb .	7	1 2# 3 4# 5 6 7b .	100110110110	2486	Hungarian Major Raga Nasamani (India)		Bb	0 3 4 6 7 9 10	3	D#			
C Db Eb F# G A Bb .	7	1 2b 3b 4# 5 6 7b .	110100110110	3382	Todi bVII Mela Sadvidhamargini (India)		Db	0 1 3 6 7 9 10	6	F#			
C D Eb F Gb Ab B .	7	1 2 3b 4 5b 6b 7 .	101101101001	2921	Locrian 2		Gb	0 2 3 5 6 8 11	7	B			
C D Eb F F# G# A B .	8	1 2 3b 4 4# 5# 6 7 .	101101101101	2925	Auxillary Diminished		Eb	0 2 3 5 6 8 9 11	4	G#	George Russell		Lydian Chromatic Scale Book
C Db Eb E F# G A Bb .	8	1 2b 3b 4  4# 5 6 7b .	110110110110	3510	Messiaen Mode 2, Auxillary Diminished Blues	Mode 2 first transposition	Db	0 1 3 4 6 7 9 10	6	F#  	Messiaen Mode 2 and George Russell	http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	Technique of My Musical Language e.g. 312 from C
C Eb F Gb G Ab B .	7	1 3b 4 5b 5 6b 7 .	100101111001	2425	Theoretical - No Known Name		Gb	0 3 5 6 7 8 11	7	B			
C Eb F Gb G Ab A B .	8	1 3b 4 5b 5 6b 6 7 .	100101111101	2429	Theoretical - No Known Name		Gb	0 3 5 6 7 8 9 11	7	B			
C D Eb E Gb G Ab Bb B .	9	1 2 3b 3 5b 5 6b 7b 7 .	101110111011	3003	Messiaen Mode 3 Inverse (all b)	one of 6 variations in 12edo	Gb	0 2 3 4 6 7 8 10 11	7	B		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C D Eb Gb G Ab A Bb B .	9	1 2 3b 5b 5 6b 6 7b 7 .	101100111111	2879	Theoretical - No Known Name		Gb	0 2 3 6 7 8 9 10 11	7	B			
C Eb Gb G Ab A B .	7	1 3b 5b 5 6b 6 7 .	100100111101	2365	Theoretical - No Known Name		Gb	0 3 6 7 8 9 11	7	B			
C C# D D# F# G Bb B .	8	1 1# 2 2# 4# 5 6# 7 .	111100110011	3891	Theoretical - No Known Name		Bb	0 1 2 3 6 7 10 11	3	D#			
C C# D D# F# G Bb .	7	1 1# 2 2# 4# 5 7b .	111100110010	3890	Theoretical - No Known Name		Bb	0 1 2 3 6 7 10	3	D#			
C Eb E Gb Ab A Bb B .	8	1 3b 3 5b 6b 6 7b 7 .	100110101111	2479	Theoretical - No Known Name		Gb	0 3 4 6 8 9 10 11	7	B			
C Eb E Gb Ab Bb B .	7	1 3b 3 5b 6b 7b 7 .	100110101011	2475	Theoretical - No Known Name		Gb	0 3 4 6 8 10 11	7	B			
C Eb Gb Ab A Bb B .	7	1 3b 5b 6b 6 7b 7 .	100100101111	2351	Theoretical - No Known Name		Gb	0 3 6 8 9 10 11	7	B			
C Eb Gb G Ab Bb B .	7	1 3b 5b 5 6b 7b 7 .	100100111011	2363	Theoretical - No Known Name		Gb	0 3 6 7 8 10 11	7	B			
C Eb Gb G Ab A Bb B .	8	1 3b 5b 5 6b 6 7b 7 .	100100111111	2367	Theoretical - No Known Name		Gb	0 3 6 7 8 9 10 11	7	B			
C C# D D# E F# G G# A Bb .	10	1 1# 2 2# 3 4# 5 5# 6 7b .	111110111110	4030	Messiaen Mode 7	(4#¢s & b7)as 10/6/1 in 12edo	Bb	0 1 2 3 4 6 7 8 9 10	3	D#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C D Eb E F Gb Ab A Bb B .	10	1 2 3b 3 4 5b 6b 6 7b 8b .	101111101111	3055	Messiaen Mode 7 Inverse		Gb	0 2 3 4 5 6 8 9 10 11	7	B		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C D Eb F G G# A B .	8	1 2 3b 4 5 5# 6 7 .	101101011101	2909	Zirafkend (Arabia)		Eb	0 2 3 5 7 8 9 11	4	G#			
C C# D Eb F F# G G# A .	9	1 1# 2 3b 4 4# 5 5# 6 .	111101111100	3964	untitled Nonatonic 1		Eb	0 1 2 3 5 6 7 8 9	4	G#			
C D D# E G A Bb .	7	1 2 2# 3 5 6 7b .	101110010110	2966	Minor Bebop Heptatonic (as 7/3/4 in 12edo)		Bb	0 2 3 4 7 9 10	3	D#			
C Db Eb F F# G Bb .	7	1 2b 3b 4 4# 5 7b .	110101110010	3442	Blues Phrygian  (same as 7/3/7 in 12 edo)		Db	0 1 3 5 6 7 10	6	F#			
C Eb F Gb G Ab Bb B .	8	1 3b 4 5b 5 6b 7b 7 .	100101111011	2427	Theoretical - No Known Name		Gb	0 3 5 6 7 8 10 11	7	B			
C Eb F Gb G Ab A Bb B .	9	1 3b 4 5b 5 6b 6 7b 7 .	100101111111	2431	Theoretical - No Known Name		Gb	0 3 5 6 7 8 9 10 11	7	B			
C C# D D# E F F# G# A A# B .	11	1 1# 2 2# 3 4 4# 5# 6 6# 7 .	111111101111	4079	Theoretical - No Known Name		F	0 1 2 3 4 5 6 8 9 10 11	2	A#			
C C# D D# E F F# A A# B .	10	1 1# 2 2# 3 4 4# 6 6# 7 .	111111100111	4071	Theoretical - No Known Name		F	0 1 2 3 4 5 6 9 10 11	2	A#			
C Db D E F Gb G A Bb B .	10	1 2b 2 3 4 5b 5 6 7b 7 .	111011110111	3831	Theoretical - No Known Name		Gb	0 1 2 4 5 6 7 9 10 11	7	B			
C Db D E F Gb G Bb B .	9	1 2b 2 3 4 5b 5 7b 7 .	111011110011	3827	Theoretical - No Known Name		Gb	0 1 2 4 5 6 7 10 11	3	B			
C D# F G# A# .	5	1 2# 4 5# 6# .	100101001010	2378	Raga Malkauns	Blues Pentatonic Minor, Hard Japan descending 3#¢s	F	0 3 5 8 10	2	A#			
C F A# .	3	1 4 6# .	100001000010	2114	Sanagari? (Japan)		F	0 5 10	2	A#			
C D# E F G# A# .	6	1 2# 3 4 5# 6# .	100111001010	2506	Theoretical - No Known Name		F	0 3 4 5 8 10	2	A#			
C C# E F G# A# B .	7	1 1# 3 4 5# 6# 7 .	110011001011	3275	Enigmatic Descending (#1,#5,#6,#7)	as 15/234789121315/6 in 12edo	F	0 1 4 5 8 10 11	2	A#	Verdi		
C D# E F G# A# B .	7	1 2# 3 4 5# 6# 7 .	100111001011	2507	Chromatic Phrygian		F	0 3 4 5 8 10 11	2	A#			
C Db E F# G Ab B .	7	1 2b 3 4# 5 6b 7 .	110010111001	3257	Chromatic Hypolydian, Puravi bVI		Db	0 1 4 6 7 8 11	6	F#			
C Db E F Gb A B .	7	1 2b 3 4 5b 6 7 .	110011100101	3301	Chromatic Lydian		Gb	0 1 4 5 6 9 11	7	B			
C Db E F Gb G A B .	7	1 2b 3 4 5b 5 6 7 .	110011110101	3317	Raga Bhatiyar (India)		Gb	0 1 4 5 6 7 9 11	7	B			
C E F F# A# B .	6	1 3 4 4# 6# 7 .	100011100011	2275	Messiaen Mode 5 Inverse		F	0 4 5 6 10 11	2	A#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C C# Eb E F# Ab A B .	8	1 1# 3b 3 4# 6b 6 7 .	110110101101	3501	Magen Abot (3b 2#)		Ab	0 1 3 4 6 8 9 11	5	C#			
C C# F F# G# A A# .	7	1 1# 4 4# 5# 6 6# .	110001101110	3182	Gipsy Hexatonic, Raga Kalakanti		F	0 1 5 6 8 9 10	2	A#			
C C# D# F G# A A# .	7	1 1# 2# 4 5# 6  6# .	110101001110	3406	Theoretical - No Known Name		F	0 1 3 5 8 9 10	2	A#			
C C# D# F A A# .	6	1 1# 2# 4 6 6# .	110101000110	3398	Theoretical - No Known Name		F	0 1 3 5 9 10	2	A#			
C C# D# F G# A A# B .	8	1 1# 2# 4 5# 6 6# 7 .	110101001111	3407	Theoretical - No Known Name		F	0 1 3 5 8 9 10 11	2	A#			
C C# D# F A A# B .	7	1 1# 2# 4 6 6# 7 .	110101000111	3399	Theoretical - No Known Name		F	0 1 3 5 9 10 11	2	A#			
C Db E Gb Bb B .	6	1 2b 3 5b 7b 7 .	110010100011	3235	Theoretical - No Known Name		Gb	0 1 4 6 10 11	7	B			
C F F# G# A A# B .	7	1 4 4# 5# 6 6# 7 .	100001101111	2159	Theoretical - No Known Name		F	0 5 6 8 9 10 11	2	A#			
C Eb E Gb Bb Cb .	6	1 3b 3 5b 7b 8b .	100110100011	2467	Theoretical - No Known Name		Cb	0 3 4 6 10 11	8	C			
C C# E F G# A A# B .	8	1 1# 3 4 5# 6 6# 7 .	110011001111	3279	Theoretical - No Known Name		C	0 1 4 5 8 9 10 11	2	A#			
C C# D Eb F# G Ab B .	8	1 1# 2 3b 4# 5 6b 7 .	111100111001	3897	Hungarian Minor b2		Ab	0 1 2 3 6 7 8 11	5	C#			
C C# D Eb F# G Ab .	7	1 1# 2 3b 4# 5 6b .	111100111000	3896	Theoretical - No Known Name		Ab	0 1 2 3 6 7 8	5	C#			
C Db D F F# G Ab B .	8	1 2b 2 4 4# 5 6b 7 .	111001111001	3705	Messiaen Mode 4	Mode 4	Db	0 1 2 5 6 7 8 11	6	F#	Messiaen Mode 4	http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	Technique of My Musical Language e.g. 345 from C
C C# D D# E F F# G# A# B .	10	1 1# 2 2# 3 4 4# 5# 6# 7 .	111111101011	4075	Theoretical - No Known Name		F	0 1 2 3 4 5 6 8 10 11	2	A#			
C C# D D# E F F# A# B .	9	1 1# 2 2# 3 4 4# 6# 7 .	111111100011	4067	Theoretical - No Known Name		F	0 1 2 3 4 5 6 10 11	2	A#			
C C# D F G# A# B .	7	1 1# 2 4 5# 6# 7 .	111001001011	3659	Theoretical - No Known Name		F	0 1 2 5 8 10 11	2	A#			
C C# D D# F A# B .	7	1 1# 2 2# 4 6# 7 .	111101000011	3907	Theoretical - No Known Name 3#¢s		F	0 1 2 3 5 10 11	2	A#			
C C# D D# E F F# G# A# .	9	1 1# 2 2# 3 4 4# 5# 6# .	111111101010	4074	Theoretical - No Known Name		F	0 1 2 3 4 5 6 8 10	2	A#			
C C# D D# E F F# A# .	8	1 1# 2 2# 3 4 4# 6# .	111111100010	4066	Theoretical - No Known Name		F	0 1 2 3 4 5 6 10	2	A#			
C C# D D# E F G# A# .	8	1 1# 2 2# 3 4 5# 6# .	111111001010	4042	Theoretical - No Known Name		F	0 1 2 3 4 5 8 10	2	A#			
C C# D D# E F A# .	7	1 1# 2 2# 3 4 6# .	111111000010	4034	Theoretical - No Known Name		F	0 1 2 3 4 5 10	2	A#			
C C# D D# E F G# A# B .	9	1 1# 2 2# 3 4 5# 6# 7 .	111111001011	4043	Theoretical - No Known Name		F	0 1 2 3 4 5 8 10 11	2	A#			
C C# D D# E F A# B .	8	1 1# 2 2# 3 4 6# 7 .	111111000011	4035	Theoretical - No Known Name		F	0 1 2 3 4 5 10 11	2	A#			
C Db Eb F Gb A B .	7	1 2b 3b 4 5b 6 7 .	110101100101	3429	Theoretical - No Known Name		Gb	0 1 3 5 6 9 11	7	B			
C D E F F# G# A# B .	8	1 2 3 4 4# 5# 6# 7 .	101011101011	2795	Messiaen 7 according to Brown		F	0 2 4 5 6 8 10 11	2	A#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C Db Eb F Gb G A B .	8	1 2b 3b 4 5b 5 6 7 .	110101110101	3445	Messiaen 6th mode From Groves start B		Gb	0 1 3 5 6 7 9 11	7	B		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C C# D F G# A A# .	7	1 1# 2 4 5# 6 6# .	111001001110	3662	Theoretical - No Known Name		F	0 1 2 5 8 9 10	2	A#			
C Eb E Gb Ab A Cb .	7	1 3b 3 5b 6b 6 8b .	100110101101	2477	Aeolian Flat 3b 5b 6b 8b		Cb	0 3 4 6 8 9 11	8	E			
C C# D F G# A A# B .	8	1 1# 2 4 5# 6 6# 7 .	111001001111	3663	Theoretical - No Known Name		F	0 1 2 5 8 9 10 11	2	A#			
C Db D Eb Fb Gb G Bbb .	8	1 2b 2 3b 4b 5b 5 7bb .	111110110100	4020	Theoretical - No Known Name		Bbb	0 1 2 3 4 6 7 9	10	D			
C Db D Eb Fb Gb Bbb .	7	1 2b 2 3b 4b 5b 7bb .	111110100100	4004	Theoretical - No Known Name 5b¢s		Bbb	0 1 2 3 4 6 9	10	D			
C Db D Eb Fb Gb G Bbb Bb .	9	1 2b 2 3b 4b 5b 5 7bb 7b .	111110110110	4022	Theoretical - No Known Name		Bbb	0 1 2 3 4 6 7 9 10	10	D			
C Db D Eb Fb Gb Bbb Bb .	8	1 2b 2 3b 4b 5b 7bb 7b .	111110100110	4006	Theoretical - No Known Name 6b¢s		Bbb	0 1 2 3 4 6 9 10	10	D			
C C# D D# E F F# G# A A# .	10	1 1# 2 2# 3 4 4# 5# 6 6# .	111111101110	4078	Theoretical - No Known Name		F	0 1 2 3 4 5 6 8 9 10	2	A#			
C C# D D# E F F# A A# .	9	1 1# 2 2# 3 4 4# 6 6# .	111111100110	4070	Theoretical - No Known Name		F	0 1 2 3 4 5 6 9 10	2	A#			
C D Eb E F# G G# Bb B .	9	1 2 3b 3 4# 5 5# 7b 7 .	101110111011	3003	Messiaen Mode 3 Inverse (2b & 2#)	one of 6 variations in 12edo	Eb	0 2 3 4 6 7 8 10 11	4	G#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C C# D D# E F G# A A# .	9	1 1# 2 2# 3 4 5# 6 6# .	111111001110	4046	Theoretical - No Known Name		F	0 1 2 3 4 5 8 9 10	2	A#			
C C# D D# E F A A# .	8	1 1# 2 2# 3 4 6 6# .	111111000110	4038	Theoretical - No Known Name		F	0 1 2 3 4 5 9 10	2	A#			
C C# D D# E F G# A A# B .	10	1 1# 2 2# 3 4 5# 6 6# 7 .	111111001111	4047	Theoretical - No Known Name		F	0 1 2 3 4 5 8 9 10 11	2	A#			
C C# D D# E F A A# B .	9	1 1# 2 2# 3 4 6 6# 7 .	111111000111	4039	Theoretical - No Known Name		F	0 1 2 3 4 5 9 10 11	2	A#			
C Db D Eb Fb Gb G Ab Bbb .	9	1 2b 2 3b 4b 5b 5 6b 7bb .	111110111100	4028	Theoretical - No Known Name		Bbb	0 1 2 3 4 6 7 8 9	10	D			
C Db D Eb Fb Gb Ab Bbb .	8	1 2b 2 3b 4b 5b 6b 7bb .	111110101100	4012	Theoretical - No Known Name 6b¢s		Bbb	0 1 2 3 4 6 8 9	10	D			
C C# D Eb F G Ab B .	8	1 1# 2 3b 4 5 6b 7 .	111101011001	3929	Harmonic Neapolitan Minor 2b1#		Ab	0 1 2 3 5 7 8 11	5	C#			
C Db Eb F Gb A Bb B .	8	1 2b 3b 4 5b 6 7b 7 .	110101100111	3431	Theoretical - No Known Name		Gb	0 1 3 5 6 9 10 11	7	B			
C D D# E F F# G# A A# B .	10	1 2 2# 3 4 4# 5# 6 6# 7 .	101111101111	3055	Messiaen Mode 7 Inverse		F	0 2 3 4 5 6 8 9 10 11	2	A#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C Db D Eb Fb Gb Ab Bbb Bb .	9	1 2b 2 3b 4b 5b 6b 7bb 7b .	111110101110	4014	Theoretical - No Known Name 7b¢s		Bbb	0 1 2 3 4 6 8 9 10	10	D			
C Db D Eb F F# G Ab A B .	10	1 2b 2 3b 4 4# 5 6b 6 7 .	111101111101	3965	Messiaen Mode 7	Mode 7	Db	0 1 2 3 5 6 7 8 9 11	6	F#	Messiaen Mode 7	http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	Technique of My Musical Language e.g. 354 from C
C Ebb F Abb Bbb .	5	1 3bb 4 6bb 7bb .	101001010100	2644	Example of Slendro (same as 4/0/2 in 12edo)	Zhi (China) Raga Devakriya (India) Ujo (Korea)	Abb	0 2 5 7 9	12	C			
C D# F G# Bb .	5	1 2# 4 5# 7b .	100101001010	2378	Raga Malkauns	Blues Pentatonic Minor, Hard Japan descending 	Bb	0 3 5 8 10	3	D#			
C F G A# .	4	1 4 5 6# .	100001010010	2130	Genus Primum Inverse		F	0 5 7 10	2	A#			
C C# D# F G A# B .	7	1 1# 2# 4 5 6# 7 .	110101010011	3411	Mela Rupavati (India)		F	0 1 3 5 7 10 11	2	A#			
C Db E F Gb Cb .	6	1 2b 3 4 5b 8b .	110011100001	3297	Theoretical - No Known Name		Cb	0 1 4 5 6 11	8	E			
C F F# G G# A# B .	7	1 4 4# 5 5# 6# 7 .	100001111011	2171	Theoretical - No Known Name		F	0 5 6 7 8 10 11	2	A#			
C D# E F G G# A# .	7	1 2# 3 4 5 5# 6# .	100111011010	2522	Mela Ragavardhani (India)		F	0 3 4 5 7 8 10	2	A#			
C E F G A# .	5	1 3 4 5 6# .	100011010010	2258	Mixolydian Pentatonic????		F	0 4 5 7 10	2	A#			
C C# D# E F G G# A# B .	9	1 1# 2# 3 4 5 5# 6# 7 .	110111011011	3547	Moorish Phrygian 4 #¢s		F	0 1 3 4 5 7 8 10 11	2	A#			
C C# E F G A# B .	7	1 1# 3 4 5 6# 7 .	110011010011	3283	Mela Hatakambari (India)		F	0 1 4 5 7 10 11	2	A#			
C D# E F G G# A# B .	8	1 2# 3 4 5 5# 6# 7 .	100111011011	2523	Theoretical - No Known Name		F	0 3 4 5 7 8 10 11	2	A#			
C D# E F G A# B .	7	1 2# 3 4 5 6# 7 .	100111010011	2515	Chromatic Dorian Inverse Raga None (India)		F	0 3 4 5 7 10 11	2	A#			
C D# E F G# A Bb .	7	1 2# 3 4 5# 6 7b .	100111001110	2510	Chromatic Hypodorian Inverse		Bb	0 3 4 5 8 9 10	3	D#			
C Db Eb F# G Ab B .	7	1 2b 3b 4# 5 6b 7 .	110100111001	3385	Chromatic Lydian Inverse, Todi bVI		Db	0 1 3 6 7 8 11	6	F#			
C Db E F Gb Ab B .	7	1 2b 3 4 5b 6b 7 .	110011101001	3305	Chromatic Hypolydian Inverse, Persian		Gb	0 1 4 5 6 8 11	7	B			
C D# E F G# A Bb B .	8	1 2# 3 4 5# 6 7b 7 .	100111001111	2511	Theoretical - No Known Name		Bb	0 3 4 5 8 9 10 11	3	D#			
C Db E F Gb G Ab B .	8	1 2b 3 4 5b 5 6b 7 .	110011111001	3321	Raga Ramkali (India)		Gb	0 1 4 5 6 7 8 11	7	B			
C D D# E F F# G# Bb B .	9	1 2 2# 3 4 4# 5# 7b 7 .	101111101011	3051	Theoretical - No Known Name		Bb	0 2 3 4 5 6 8 10 11	3	D#			
C Db Eb E Gb G A Cb .	8	1 2b 3b 3 5b 5 6 8b .	110110110101	3509	Shostakovich respelled all flat	Shostakovich	Cb	0 1 3 4 6 7 9 11	8	E	Shostakovich		
C C# Eb E F# Ab Bb .	7	1 1# 3b 3 4# 6b 7b .	110110101010	3498	Superlocrian, Diminished Whole-Tone		Ab	0 1 3 4 6 8 10	5	C#			
C F F# G G# A A# .	7	1 4 4# 5 5# 6 6# .	100001111110	2174	Theoretical - No Known Name		F	0 5 6 7 8 9 10	2	A#			
C D D# E F F# G# Bb .	8	1 2 2# 3 4 4# 5# 7b .	101111101010	3050	Theoretical - No Known Name		Bb	0 2 3 4 5 6 8 10	3	D#			
C Db E Gb G Ab Bb B .	8	1 2b 3 5b 5 6b 7b 7 .	110010111011	3259	Theoretical - No Known Name		Gb	0 1 4 6 7 8 10 11	7	B			
C F F# G G# A A# B .	8	1 4 4# 5 5# 6 6# 7 .	100001111111	2175	Theoretical - No Known Name		F	0 5 6 7 8 9 10 11	2	A#			
C C# D# E F F# G A A# .	9	1 1# 2# 3 4 4# 5 6 6# .	110111110110	3574	untitled Nonatonic 2 - 4#¢s		F	0 1 3 4 5 6 7 9 10	2	A#			
C D# E F G A A# .	7	1 2# 3 4 5 6 6# .	100111010110	2518	Rock 'n Roll ( same as 7/6/4 in 12edo)	Raga Nandkauns (India)	F	0 3 4 5 7 9 10	2	A#			
C D D# E F F# G# A Bb .	9	1 2 2# 3 4 4# 5# 6 7b .	101111101110	3054	Theoretical - No Known Name		Bb	0 2 3 4 5 6 8 9 10	3	D#			
C C# D Eb F# G Ab Bb B .	9	1 1# 2 3b 4# 5 6b 7b 7 .	111100111011	3899	Theoretical - No Known Name		Ab	0 1 2 3 6 7 8 10 11	5	C#			
C D# E F G A A# B .	8	1 2# 3 4 5 6 6# 7 .	100111010111	2519	Theoretical - No Known Name		F	0 3 4 5 7 9 10 11	2	A#			
C C# D Eb F# G Ab Bb .	8	1 1# 2 3b 4# 5 6b 7b .	111100111010	3898	Theoretical - No Known Name		Ab	0 1 2 3 6 7 8 10	5	C#			
C Db E F Gb Ab Bb B .	8	1 2b 3 4 5b 6b 7b 7 .	110011101011	3307	Enigmatic		Gb	0 1 4 5 6 8 10 11	7	B	Verdi		
C E F G A A# B .	7	1 3 4 5 6 6# 7 .	100011010111	2263	Raga Madhuri (same as 7/5/3 in 12edo)		F	0 4 5 7 9 10 11 	2	A#			
C C# D D# E F F# G G# A# B .	11	1 1# 2 2# 3 4 4# 5 5# 6# 7 .	111111111011	4091	All except A 6th all sharp		F	0 1 2 3 4 5 6 7 8 10 11	2	A#			
C C# D D# E F F# G A# B .	10	1 1# 2 2# 3 4 4# 5 6# 7 .	111111110011	4083	Theoretical - No Known Name		F	0 1 2 3 4 5 6 7 10 11	2	A#			
C C# D E F F# G G# A# B .	10	1 1# 2 3 4 4# 5 5# 6# 7 .	111011111011	3835	Symmetrical Decatonic		F	0 1 2 4 5 6 7 8 10 11	2	A#			
C Db D Eb F Gb G Ab A B .	10	1 2b 2 3b 4 5b 5 6b 6 7 .	111101111101	3965	Messiaen Mode 7 all b	respelling	Gb	0 1 2 3 5 6 7 8 9 11	7	B		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C C# D F F# G A# B .	8	1 1# 2 4 4# 5 6# 7 .	111001010011	3667	Mela Tanarupi (India)		F	0 1 2 5 6 7 10 11	2	A#			
C C# D F F# G A# .	7	1 1# 2 4 4# 5 6# .	111001110010	3698	Chromatic Mixolydian		F	0 1 2 5 6 7 10	2	A#			
C Eb F G# Bb .	5	1 3b 4 5# 7b .	100101001010	2378	Raga Malkauns	2b¢s 1# Blues Pentatonic Minor, Hard Japan descending 	Eb	0 3 5 8 10	4	G#			
C D D# F G A# B .	7	1 2 2# 4 5 6# 7 .	101101010011	2899	Mela Varunapriya (India)		F	0 2 3 5 7 10 11	2	A#			
C C# D D# E F F# G G# A# .	10	1 1# 2 2# 3 4 4# 5 5# 6# .	111111111010	4090	Theoretical - No Known Name		F	0 1 2 3 4 5 6 7 8 10	2	A#			
C C# D D# E F F# G A# .	9	1 1# 2 2# 3 4 4# 5 6# .	111111110010	4082	Theoretical - No Known Name		F	0 1 2 3 4 5 6 7 10	2	A#			
C C# D D# E F G G# A# .	9	1 1# 2 2# 3 4 5 5# 6# .	111111011010	4058	Theoretical - No Known Name		F	0 1 2 3 4 5 7 8 10	2	A#			
